title,category,date
六年級生年輕誤踩地雷股　改投資金融股讚「投報率80%跑不掉」！,財經,2021/01/04 19:30
星宇去年每股虧3.47元　不發放股利,財經,2023/03/27 19:59
福邦證配股2元、配息1.28元！　董事會推選黃炳鈞接任董座,財經,2022/06/30 23:52
最後一天！春節大紅包「7700萬」一次發完　大樂透3.6億號碼開出,財經,2020/02/07 21:11
【廣編】電通國華喜迎牛年宣佈高層人事新氣象　陶淑真Judy Tao榮升董事總經理兼創意執行長,財經,2021/01/04 18:50
2022投資主軸　富蘭克林：掌握「1主流、2潮流、3金流」,財經,2021/12/13 20:49
虛擬貨幣漲、股市現曙光？　新債王：這指標洩底搶先示警,財經,2018/04/04 19:31
台達電美洲總部獲LEED Zero Energy認證　成為加州弗利蒙市首座零能耗綠建築,財經,2023/05/03 21:51
中國大陸製螺螄粉不准進口　經部：實體通路及電商須立即下架,財經,2023/01/16 21:42
影／開紅盤直逼萬五！專家曝「元月招財股」超強運：多留意漲價題材,財經,2021/01/04 20:08
醫材代理商博而美取得GDP認證　全面提升運銷品質,財經,2022/06/30 23:16
華信航空增購3架ATR客機　目前缺口先租用華航與台灣虎航客機,財經,2023/03/27 20:44
泰山賣全家程序瑕疵罰48萬　交易仍有效,財經,2023/02/14 21:43
哈日族別等！專家：趁日圓走弱「先換匯」　投資客不建議進場,財經,2022/03/19 18:28
林秉樞案維基百科遭更改　國發會：該IP為公路總局使用,財經,2021/12/05 20:22
快訊／聯亞「新冠疫苗」期中報告、高端解盲結果　一次看,財經,2021/06/27 18:35
軟銀看好智慧機器人　擬投資南韓1422億,財經,2016/10/03 22:00
中華車斥資3.2億元參與裕隆增資　看好新能源移動事業成長機會,財經,2023/06/13 22:04
第二批退稅將來了！　將在下周五可以拿到,財經,2020/07/21 20:25
全臺首間立陶宛商品展示中心開張一週　今迎來兩個40呎櫃義大利麵訂單,財經,2022/04/19 19:31
鴻海舉辦亞太平洋青年科學家會議台灣代表選拔　10名優勝者脫穎而出,財經,2021/08/30 21:54
先探／謝金河：選股不選市　精準選股,財經,2020/02/26 20:44
拒絕8大！男房東找伴　限35歲↓單身女「12K房租全免」：家具全新,財經,2023/03/05 17:46
台股恐下探年線！　佈局翻倍賺產業最佳時刻？,財經,2023/11/01 20:30
影／台股該危機入市？　分析師建議可留意低本益比受惠股,財經,2020/02/07 20:28
股市震盪嚇跑散戶！　5月證券劃撥存款餘額跌破3兆,財經,2022/06/24 23:45
永豐期貨擺脫傳統框架　找來辣妹站台首創財經綜藝節目,財經,2020/06/29 19:08
玉山、飛鼠立方衛星首次通聯未果　今晚再次嘗試聯繫,財經,2021/01/25 21:37
謝金河：又是一次大洗盤的世界,財經,2021/11/05 19:17
集團3公司列「拒絕往來戶」　證交所發新聞稿：台開8／4下市,財經,2022/06/24 22:17
紓困資格放寬！去年較疫情前營收少三成　營所稅打8折,財經,2022/01/20 21:46
STO上路滿2年沒人申請！　金管會擬3大放寬,財經,2022/01/20 22:33
三大名師推薦熱門潛力股！漲價題材股、業績爆發股...6檔報你知,財經,2020/09/14 19:52
先探／謝金河：Omicron帶來投資新變數,財經,2021/12/02 22:40
中環砸3.24億　買進6663張陽明,財經,2023/09/18 18:51
外資瘋狂倒貨　10億操盤手私下曝「看好這4檔金融股」！,財經,2022/07/24 20:03
大陸否決多數貨櫃船公司9月1日美線漲價案　大陸以外地區照漲,財經,2021/08/31 20:13
加油要快！汽油下周估漲0.6元　九二汽油每公升逼近30元大關,財經,2022/01/20 22:12
防疫保單有效契約543萬件　2產險業啟動增資！,財經,2022/06/30 22:07
小童口罩明天開放網路預購　經濟部三點提醒別買錯,財經,2020/04/14 20:05
新光金評估併台新金　3獨董同意送董事會討論！,財經,2022/04/19 21:53
快訊／高端「次世代新冠疫苗」完成收案　動物數據獲國際期刊審查、發表,財經,2022/06/05 21:00
援助出軌意外　嘉里大榮物流全面免費配送救援物資,財經,2021/04/03 20:16
光鼎通過配息0.5元、配股1元！　董座蔡守冠曝：營運將迎高速成長,財經,2022/06/30 22:07
「3生肖」財運爆棚！　威力彩明飆4.2億、大紅包剩32組,財經,2023/02/01 18:37
快訊／威力彩5.1億「號碼出爐」！快來終結22連槓　中了每天自然醒,財經,2023/01/16 20:52
深化台捷合作！龔明鑫接見捷克眾議長訪團　相約下次一起看棒球,財經,2023/03/27 21:50
元宇宙市場夯！藝術銀行打造區塊鏈藝術身分證,財經,2021/12/30 19:49
影／疫情續燒 搶進這幾檔疫苗快篩概念股,財經,2021/07/02 20:00
戴資穎感謝合庫董座讓球隊無後顧之憂　曝最近教奶奶打球！,財經,2021/08/31 20:34
統一超開賣家用快篩試劑　明14:30起「桃園以北門市」先上架,財經,2021/06/22 19:29
逾470家公司股利線上查！免等紙本通知　6／30起上線,財經,2023/06/27 20:01
影／投資達人：銀行與每個人生活息息相關　投資金融股有訣竅　,財經,2020/02/19 20:28
台灣經貿網率我商前進全美五金展　搶攻新春首波數位貿易商機,財經,2023/02/01 18:41
傳台積電為節電將關四EUV　外資：原先就規劃升級「仍看好買進」,財經,2022/09/06 23:41
快訊／威力彩「9億頭獎」號碼出爐！快來對獎逆轉人生,財經,2021/03/04 20:31
台灣大併台灣之星打造「業界最大5G中頻容量」　年省逾1億度用電,財經,2021/12/30 19:40
謝金河：中資股難再享「高本益比」　最大輸家是華爾街投資銀行！,財經,2021/12/05 23:34
存股族有福了！金管會修法　金控可提早發現金股息,財經,2021/12/02 21:37
王道銀北市體驗分行提早打烊！　其餘維持不變,財經,2021/06/02 22:02
外交部攜手貿協傳授東北非洲三大經濟體攻略秘笈,財經,2021/12/15 20:58
ANA獲SKYTRAX「2023全球最佳航空公司」第三名　另獲三項全球第一,財經,2023/06/21 23:26
產能旺！力積電股東決議申請股票上市　董座黃崇仁：最快年底掛牌,財經,2021/07/02 21:49
國銀2021年存放比再探新低！　金管會：不是爛頭寸,財經,2022/02/08 22:27
金管會祭「東元條款」！　保險業投資創投、私募限額調降10％,財經,2021/08/12 22:15
群創攜手臺灣大學　簽署永續策略MOU,財經,2023/01/16 23:49
棄百萬年薪賣茶！金融海嘯讓媽媽喊自殺　野丫頭奮發創業,財經,2017/12/30 20:31
2021年一個亞洲各自精彩　投信：北亞受惠科技浪潮、南亞經濟強勁復甦,財經,2021/01/01 18:03
長榮航加入星盟10周年　全新機上餐、服務用品邁向永續未來,財經,2023/06/28 21:00
亞洲第二大不織布廠南六力挺「台灣製造」　口罩國家隊拚千萬產能,財經,2020/02/19 20:55
發展金融科技「時不我予」！　黃天牧提3大方向因應,財經,2020/06/29 20:55
影／蔡力行感謝張忠謀提攜　自爆第一桶金是台積電股票,財經,2019/05/02 23:47
「麟洋配」時事牌好熱！威力彩開獎倒數　熱門選號一次看,財經,2021/07/31 22:28
台股站上萬七、創14個月新高　金管會：今年表現僅次日本,財經,2023/06/13 20:06
NCC數位平臺與廣電新聞議價爭議諮詢會獲共識　內容應獲合理回饋,財經,2021/08/31 21:07
4檔電動車ETF比拚！　純台灣供應鏈12／15掛牌,財經,2021/12/13 23:52
英特爾CEO基辛格15日訪馬來西亞　將投資70億美元強化封裝製造,財經,2021/12/13 19:28
這檔金融股讓吳鈴山瘋股市！　市場震盪總投報率逾50%秘訣曝,財經,2021/09/13 23:43
存股20年資產滾出5000萬　退休教授「口袋名單多3檔」跌就買！,財經,2021/12/05 18:28
經部要推系統性節電補助方案　每家補助最多1000萬最快5月底公告,財經,2019/04/19 22:15
25歲賣茶包月薪百萬　她曝3原則「堅持不送試用包」,財經,2017/12/30 21:02
壽險業受升息所苦！　上半年初年度保費收入年減16.4%,財經,2023/07/17 18:35
謝志堅離開陽明前兼總經理長達7.5個月　總經理人選推薦三位才成功,財經,2021/12/26 21:46
公平會正式拍板通過！裕融投資LINE TAXI　布局MaaS移動新服務,財經,2023/08/21 22:55
全支付會員數「200萬」達標！　下一步挑戰電支買基金,財經,2022/10/22 21:19
統一超通過配發每股9元現金股利　羅智先：強化外送服務競爭力,財經,2022/05/26 21:29
證券商未來可交換基金！　新法近期上路,財經,2021/04/27 23:36
工總慰留無效！　王文淵堅辭理事長,財經,2022/04/06 19:14
柯文哲提2030再生能源佔比3成　經濟部：應積極發展、避免片段批評,財經,2023/11/01 22:01
今周刊／明星變大麻煩　人民幣怎麼了,財經,2016/01/15 21:00
美元定存「最高年利率7%」看了好心動　轉存前弄懂2件事,財經,2023/10/07 19:28
三大名師推薦熱門潛力股！台積電供應鏈、紙價上漲受惠股　6檔各擁題材,財經,2021/04/06 19:08
統一超瞄準夏季消暑商機　7月營收279億元創新高,財經,2023/08/10 23:56
鴻海環保長洪榮聰：誓以「永續經營」方程式　串聯各界達成零碳！,財經,2022/06/30 19:48
普生腫瘤細胞檢測獲大型醫療中心採用　總座林孟德：明年營運樂觀,財經,2021/12/02 23:16
全台首條機車關鍵零組件智慧生產線　工具機大廠東台精機率先啟動　,財經,2019/03/05 23:14
電信三雄2021年業績出爐　中華電穩坐獲利王、台灣大營收成長17%,財經,2022/01/10 19:12
貨櫃船沒有一班準時到　碼頭貨櫃擠爆　業者要求港區空地開放置櫃,財經,2022/02/08 20:29
海鼎風電整裝參戰！　積極爭取2022年「第三階段區塊」開發資格,財經,2022/06/30 22:56
尾牙發餐盒「5麵包+1常溫台啤」　他打開一秒傻眼了,財經,2023/01/16 18:15
路迦秀免疫細胞治療癌症「預防醫學」成果　全力拓展精準醫療市佔,財經,2021/12/02 21:46
台股經濟基本面仍好　操作原則選股不選市,財經,2021/12/09 20:12
雲品每股發1元現金股利「配發率69%」 首季住房訂單滿載挹注營運,財經,2021/03/04 20:29
三大名師推薦熱門潛力股！解封受惠、記憶體封測廠　6檔各擁題材,財經,2022/02/21 19:08
赴中國創業台人沒優勢？25歲被創投相中的她建議「做這行」,財經,2017/12/30 21:39
快訊／華南銀總行2內勤確診！　將增設快篩站全面篩檢,財經,2021/06/12 19:10
屏東市全區房市夯　電梯華廈開價站上25萬,財經,2021/08/11 19:03
大同人事異動　蔡維力接總座、王金來接任副董,財經,2022/06/30 20:24
緬懷上海商銀榮鴻慶！　「這件事」成金管會主委心中遺憾,財經,2022/05/30 20:09
台灣要創智慧聊天機器人　謝金河：今年股價不寂寞,財經,2023/02/14 22:05
五星飯店端私房景點搶親子商機　秘境出遊、二代共學渡假趣,財經,2021/04/17 22:47
快訊／輝瑞宣布新冠疫苗「90％有效」　美股期指暴漲1500點！,財經,2020/11/09 20:30
民間指台灣能源政策失控　反控用義和團語言無視實際困難,財經,2019/02/18 21:39
陽明海運去年營收突破3300億　萬海全年2280億元同創新高,財經,2022/01/10 18:38
永豐實斥資19億建造紙循環系統　經濟部投資台灣再添三大案,財經,2022/11/18 19:00
自駕車準備度台灣全球排名13　超越德、澳、法,財經,2020/07/21 19:45
LINE Bank開戶數破4.2萬戶　開業5天贏樂天！　,財經,2021/04/27 20:12
代工廠防疫升級！仁寶禁止員工跨廠區移動　廣達封餐廳、公共區域,財經,2021/01/25 20:50
台新銀主管遭爆桃色糾紛　本人回應了！,財經,2021/04/27 22:17
3萬有找！三星發布新一代小巧摺疊機Galaxy Z flip 3,財經,2021/08/11 22:01
若央行升息　台企銀：將帶動利差擴大、挹注息收,財經,2022/05/30 21:35
航海王轉向！　台驊手握千張長榮、2.2萬張陽明,財經,2023/07/17 19:03
元大人壽投資型保單受準退休族愛戴　女性占比逾6成！,財經,2021/08/11 23:33
席捲亞洲當代　領頭羊來勢洶洶,財經,2021/12/02 23:09
中美貿易戰開打波及台灣　工商業呼籲正視改善投資環境,財經,2018/04/04 21:29
3家壽險淨值比跌破3％紅線　三商美邦擬辦理現增,財經,2022/09/06 20:15
睽違2年！日月潭花火音樂會引爆逾2萬人潮　歌手接力用音樂祈禱和平,財經,2022/10/22 22:34
中國信託第3度登紐約時代廣場！　美股即時報價服務上線　,財經,2021/08/12 21:35
台新金決定放手　彰銀：尊重股東決定！,財經,2021/06/02 19:42
2018台股展望／明年多頭保不保？　專家：安啦！仍有機會走多,財經,2017/12/30 18:57
比特幣崩了！交易平台「比特幣中國」退出　價格跌破3萬美元,財經,2021/06/22 22:32
富邦金捐3000萬助太魯閣號傷者、罹難家屬！　企業捐款累計破億,財經,2021/04/06 19:58
頂新將成台灣大股東！　台灣之星持股可換7.4%股權,財經,2021/12/30 21:52
電支因五倍券受惠　使用人數突破1500萬！,財經,2021/12/09 23:38
91APP 7月營收1.05億元創同期新高　喜迎下半年節慶商機,財經,2023/08/10 19:08
留職停薪還能繼續參加勞保嗎？　勞保局一次說清楚,財經,2020/12/26 17:56
蔡明忠被東奧弄哭兩次　其中原因是「他」！,財經,2021/08/11 19:25
陽明20多年來首次決定購買現成船　將購進3艘萬箱級貨櫃船,財經,2023/06/21 19:44
國銀4月對中小企業放款「負轉正」　前5大全是民銀！,財經,2023/06/13 19:37
振宇五金首度插旗台北市　承租台灣中油土地明年正式開幕,財經,2022/09/06 22:13
3家第三方支付快被金管會納管！　去年代收付款日均額超過10億,財經,2022/04/19 19:35
314家上市櫃明年注意！　股東會議事手冊提早30天揭露,財經,2021/12/09 20:07
三大名師推薦熱門潛力股！Mini LED、太陽能概念股　6檔各擁題材,財經,2022/01/10 19:08
美元走弱、新台幣強！　壽險業者建議布局美元保單,財經,2020/11/09 18:55
告別月光族！邱沁宜建議從定期定額開始　每月用3000元練耐心,財經,2020/11/09 20:47
快訊／大樂透1.3億、今彩539頭獎一注獨得　全開在桃園蘆竹,財經,2020/07/21 22:45
鴻海科技日10／18登場！活動預告片搶先看　董座劉揚偉：3款主力電動車將面世,財經,2021/08/12 22:36
「安謀中國」裁員近百　華為先前曾被禁用部分專利,財經,2023/02/11 23:31
礦砂價跌各國搶購加上颱風　海岬型船運費指數漲803點再創單日新高,財經,2021/09/13 20:39
全台100強企業名單曝光！和泰員工好幸福　做1年領2年薪,財經,2020/01/21 23:30
2022世貿年貨展圓滿結束　健康取向廠商增多,財經,2022/01/10 20:24
三大名師推薦熱門潛力股！　拜登新能源受惠股、抗生素原料商...6檔報你知,財經,2020/11/09 20:30
不法獲利6665萬挨罰 ！街口小霸王嗆金管會　「濫權、不收回裁罰將提告」,財經,2023/06/21 18:11
長榮海運11月營收破510億　塞港持續「看旺榮景至明年中旬！」,財經,2021/12/09 20:59
失扶險停售倒數　業者建議：檢視保單額度、長照險或實支實付買起來！,財經,2020/12/15 23:56
房貸族哭哭！1月新增房貸利率1.953%　快破2%大關,財經,2023/02/23 23:28
11家銀行放大「五倍券」！這幾家是十倍券　優惠大盤整,財經,2021/09/13 18:50
外資週買超前10大一次看　認錯回補聯電逾6萬張！,財經,2022/07/24 18:12
全支付攜好好證券　首創電支可買4基金！,財經,2023/06/13 22:33
聯發科AI晶片　衝刺高階市場,財經,2021/11/05 22:59
鐵砧山碳封存爆爭議　中油：台灣與國外地質條件完全不同,財經,2023/07/26 21:21
台灣東洋困難學名藥明年取得里程碑金　拚每股獲利4元,財經,2021/12/15 21:42
樂極生悲　傳秀出年終獎金的長榮員工被記大過,財經,2021/12/30 23:52
快訊／威力彩頭獎飆3.2億　中了爽過情人節！,財經,2023/08/21 21:15
中信育樂8090萬收購兄弟育樂！　職棒隊納入中信集團管理,財經,2022/01/21 20:29
美債ETF怎麼買？　專家說：長期資金可選20年期,財經,2017/12/30 19:54
快訊／富邦金總股利2元！配發率56.5％　42萬股民鬆口氣,財經,2023/04/27 19:21
台泥上半年營收逾500億、EPS 1.82元　捐贈慈濟1億元買疫苗,財經,2021/08/12 21:09
11月人民幣存款餘額連2升　利率有走揚趨勢,財經,2020/12/15 19:24
晶片股走低！　花旗示警：費半恐再跌30%,財經,2023/02/28 18:14
超商明晚開賣25萬劑唾液快篩　經部開放個人跨境購買引發採購潮,財經,2022/05/30 19:17
 5月當沖開戶數衝破309萬　1年激增逾90萬,財經,2021/06/22 21:29
台鋼董事會臨時動議換董座　金管會：不好的示範,財經,2021/11/23 20:42
順藥藥證佈局再下一城！　旗下「長效止痛針劑」獲馬國進口藥證,財經,2022/06/05 21:25
聯發科Q1季減最差達雙位數　全年毛利率維持「4」字頭,財經,2020/02/07 23:39
比特幣被套50萬！他心態崩潰「根本睡不著」　網教1招：2年財富自由,財經,2021/04/24 18:58
新安產緊急通過二次現增！　金額減到52.99億,財經,2022/11/18 20:32
台達電持續分散產能　執行長鄭平：歐美、中國新產能明後年開出,財經,2022/04/19 20:56
傳積欠8000多萬貨款　力山提四點聲明嚴正澄清！,財經,2022/02/08 20:00
萬泰銀前董座許勝發人生謝幕　捧紅「喬治與瑪莉」現金卡轉虧為盈,財經,2021/04/17 21:35
台積電投資「翻轉高雄失落30年」　謝金河：將拉近與台北房價差距,財經,2021/12/02 23:30
Omicron衝擊供需　原油留意止跌訊號,財經,2021/12/02 23:04
快訊／大樂透1.2億獎號出爐　最後32組春節大紅包來了,財經,2023/02/01 20:35
影／短線操作有技巧　達人分析：風險高但仍能以「穩中求生」方式操作,財經,2020/01/21 20:38
花旗已數百位員工離職　有些跳槽到投標銀行　,財經,2021/12/30 23:41
「日幣匯價」是否會更低？　專家表示看2指標,財經,2021/12/05 21:18
巴拿馬未來10天估8天有雨　但航商評估今年內旱象難解,財經,2023/08/21 19:34
全球最大！信義誠品18年熄燈　董座曝下一步「4據點」營收增15%,財經,2023/12/24 19:12
王令麟預計5年內開到500家寵物店　打造大型複合店可喝咖啡、取貨,財經,2022/02/08 18:44
快訊／最後一期「百萬大紅包」開出！4人中獎平分1600萬　3組在台中,財經,2022/06/24 22:14
小心核食！原能會抽驗進口食品　其中2件驗出銫-137,財經,2022/02/21 19:29
台股失守萬七　金管會：今年表現優於亞股,財經,2023/06/27 19:52
利多因素多　僅隔一周法人調升萬海目標價至342元天價,財經,2021/06/22 19:47
台灣經貿網Taiwantrade Select企業優選商店　第一季三家當選優秀廠商,財經,2022/06/24 20:28
環球晶收購世創最終條件！延後兩周至2/10　最低收購降至50%　,財經,2021/01/25 21:55
統一集團8000虛實通路互連分享愛　限時七天消費加碼抽鑽戒,財經,2022/02/21 21:52
扣件線材大廠春雨看好台印內需　上半年營運審慎觀察疫情發展,財經,2020/03/14 23:53
土銀配合打房！　明年不動產放款目標「零成長」,財經,2021/12/13 22:43
新光R1遭市場派質疑　受託機構兆豐銀4點聲明反擊！,財經,2021/04/06 23:51
鴻海「雙鋼印」口罩捐贈提前交貨　助新北市政府迎戰秋冬新冠疫情,財經,2020/11/09 19:19
KY公司今年起半年報也要簽核！　金管會加強監理力道,財經,2021/03/04 23:58
有法人估貨櫃船運第三季運價會加速下滑　船公司、攬貨公司都不認同,財經,2022/06/30 23:12
影／看準營建、鋼鐵！專家精選「賺10%個股」：除權息前多留意,財經,2021/03/16 20:08
房貸利率續破2%　創金融海嘯以來新高　,財經,2023/06/21 20:02
日月光異質整合技術受肯定　VIPack獲年度元件技術獎,財經,2023/05/03 22:00
支援S Pen、螢幕下鏡頭　三星旗艦摺疊機Galaxy Z Fold3正式公開,財經,2021/08/11 22:01
東生華獲東南亞三國代理合約　拓展血管疾病用藥市場、拚2023取證,財經,2022/05/26 20:21
專家點名5檔概念股不畏升息　紅包行情可期！,財經,2022/01/20 20:29
全球股市大震盪　台股基金中長期買點浮現,財經,2020/03/14 23:48
羅東親民近2字頭房價　磁吸衛星鄉鎮住民移居,財經,2023/06/29 19:19
扎根智能製造　台達與中央成立機器視覺研究中心,財經,2018/01/31 23:05
掛單價差拉大怎麼辦？,財經,2015/09/10 22:02
聯準會3月升息對股市影響不大　7月縮表是關鍵！,財經,2022/01/20 19:48
高通邀兩新創加入生態系　創新競賽報名截止日延至4月14日,財經,2020/03/29 23:30
快訊／防疫險慘虧又1產險總座下台！　新安產總座請辭,財經,2023/05/03 21:19
安碁資訊「資安講堂」登場　新業務發酵、看好後市成長,財經,2021/11/23 19:07
航港局推動「Taiwan Hi」海洋運輸品牌　藍色公路全面升級,財經,2023/06/27 19:47
美國就業表現強勁…美股道瓊開盤仍下挫200點　終止連續4天漲勢,財經,2020/02/07 23:11
貿協助廠商一臂之力　分享物聯網時代致勝心得,財經,2019/02/18 23:47
新媒唯一！ETtoday新聞雲APP獲玉山獎肯定　創新服務提升讀者黏著度,財經,2023/10/24 22:21
陽明、萬海都加入絲路聯盟　群策群力實踐航運脫碳轉型,財經,2022/05/26 18:30
快訊／大福彩頭獎一注獨得3.6億　獎落屏東「一年一開」,財經,2018/04/04 22:46
聯邦銀衝數位存款做自己！　開戶數、存款金額2020年大增22倍,財經,2021/01/01 17:59
「非現金支付」比率還沒達標！　金管會本周四提出報告,財經,2020/12/15 21:26
大江啟用VGO大幅新增歐美客戶　力拚明年上半年營運穩健,財經,2020/11/09 20:21
寶緯發表鋁合金系統模板　挾四大優勢搶攻營造市場,財經,2023/03/27 23:31
永固-KY股東會通過配息5元　現金殖利率達8.8％,財經,2022/05/30 20:43
聯發科5G單晶片各種價格帶做足準備　大眾型產品Q3亮相,財經,2020/02/07 22:54
從遺珠到米其林星廚　凌維廉學會放手「國賓A Cut蟬聯一星！」,財經,2021/08/31 22:00
交通部研議補貼疫情受災產業　財政部：全力配合,財經,2020/02/19 20:15
武漢肺炎疫情干擾　財部：今年出口 審慎不悲觀,財經,2020/02/07 20:07
2022中國大陸商機日佈署疫後商機　解析新媒體、新經濟下大陸市場,財經,2022/05/25 21:15
金控雙雄2021年賺破1400億！　富邦金奪EPS、全年獲利雙冠王,財經,2022/01/10 19:10
美股開盤「道瓊上漲200點」　地區銀行反彈領漲,財經,2023/03/27 21:51
2023台北國際書展重返新春檔期　宅配通獨家提供書香宅配,財經,2023/02/01 19:10
新一代網購神卡momo卡最高回饋20%　挑戰首年衝百萬發卡量,財經,2019/11/19 20:19
鄭深池與張國明去年8月底買下星宇股票　如今市值已增三倍,財經,2023/02/23 22:27
益通光能待重大訊息公布　4/22暫停交易,財經,2019/04/19 20:40
中信銀遭爆南中壢分行理專詐財1.9億　28客戶受害！,財經,2021/06/22 20:49
寒災最終農損逾42億　農委會：救助申請有條件延至2/19,財經,2016/02/04 21:01
台寶生醫9／7轉興櫃一般板　力拚次世代細胞醫療新藥、未來展望樂觀,財經,2022/09/06 23:57
國內首檔「月配息ETF」！　 復華台灣科技優息ETF5／24開募,財經,2023/04/27 22:12
不只珍奶！台灣連鎖品牌在新加坡連鎖展表現傑出,財經,2023/08/21 19:58
換屋小確幸！重購退稅優惠條件鬆綁　非扶養直系親屬設戶籍可適用,財經,2019/11/19 21:23
三大名師推薦熱門潛力股！IC通路商、外資買超車用輔助系統 　5檔各擁題材,財經,2021/12/13 19:04
華信航空明年1月27日新開高雄-金門航線　網路優惠票單程約65折,財經,2021/12/15 19:48
納諾攜北醫開發「口腔噴霧」獲美FDA認證　捐萬份守護學齡前兒童,財經,2022/05/30 20:55
長榮、台達電等12檔重量級股票明除息　指數將蒸發74點,財經,2023/06/29 18:50
航空公司增班或復飛估計多在六月之後　可取得原時間帶飛行,財經,2022/02/21 19:30
快訊／今彩539開出「頭獎3注」！獎落新北、花蓮、新竹,財經,2020/12/26 22:56
台灣首場學生方程式賽車登場！鴻海基金會邀鴻華、MIH力挺　扶植產業人才,財經,2021/09/13 21:56
國營事業鐵飯碗搶破頭！平均錄取率約6.2%起薪36K起跳,財經,2019/11/24 23:41
快訊／蝴蝶降臨、苦等10年！大樂透2.15億獎落4縣市　4業者超激動,財經,2023/06/13 22:25
謝金河：台積電若邁向400元　台股12682點水到渠成　,財經,2020/07/21 20:26
缺料恐延續至明年第2季　鴻海董座劉揚偉：半導體成熟製程元件最吃緊,財經,2021/08/12 23:23
花旗消金嫁星展「ATM怎麼辦」？　金管會：將是審查項目,財經,2022/02/08 19:49
投資收益助攻！壽險業前7月獲利創下新高　高達3042億　,財經,2021/08/31 23:51
第一金總經理辭任　接台企銀董座！,財經,2021/04/27 20:52
三大名師推薦熱門潛力股！車用電子、檢測試劑廠　6檔各擁題材,財經,2022/04/06 19:08
AI、音樂與花火交織　台灣大日月潭花火音樂會10／21登場,財經,2023/09/18 18:49
民眾狂喊「通膨來了」！　主計總處解釋：購買頻率是關鍵,財經,2021/11/05 21:18
快訊／威力彩15億獎號來了　頭獎「本屆第七高」全台彩迷搶對獎,財經,2021/08/12 20:53
刮刮樂超前佈署「跨年」！　2款新品總獎金超過16億,財經,2021/12/02 20:46
快訊／大樂透連4槓！下期上看2.6億元　16人抱走百萬紅包,財經,2022/02/08 22:02
歐美線運價衝破1萬美元　法人：長榮、陽明、萬海明年獲利勝今年,財經,2021/07/31 21:49
快訊／新年第一個頭獎！今彩539開出一注獨得　幸運兒在竹北,財經,2021/01/01 23:16
半導體新兵全宇昕2月掛牌　因供貨緊俏Q2最高調漲15%,財經,2021/01/04 18:59
遠雄人壽暫不上市！　董座孟嘉仁：先穩穩做、等時機,財經,2023/02/28 19:15
台股今年「萬七以上」達135個營業日　漲幅優於去年！,財經,2021/12/30 23:27
緯創小金雞緯軟1周漲近3成　共列33檔注意股,財經,2023/07/26 18:50
台積電德國薩克森邦設廠　官員：調整大學課程配合用人需求,財經,2023/08/21 23:04
快訊／威力彩6.4億開獎了！今晚中了終結24槓　換你開除老闆,財經,2023/09/18 20:53
陽明6／27除息！　台股指數蒸發22.65點,財經,2022/06/24 20:02
快訊／谷底反彈「牛市行情滿1年」！　美股那指開平盤震盪,財經,2021/03/23 21:50
兆豐美元清送做法改變　客戶匯美元回台將變貴時間加長,財經,2019/02/18 22:15
聯利輪連夜卸載中　估約三天可讓船隻浮起拖離　有機會收回救難成本,財經,2022/03/19 21:20
因應市場變局德翔動作快速　出售3艘貨櫃船增持現金　,財經,2023/02/14 22:57
快訊／大樂透1.38億一注獨得！獎落高雄　億萬富翁今晚誕生,財經,2021/03/23 22:28
亞幣競貶潮！新台幣爆量收貶創3年低點　日圓跌破141關卡,財經,2022/09/06 19:34
台新銀瞄準財管大戶！　推「卓富無限卡」、專屬尊榮權益,財經,2023/03/27 18:55
世基生醫新董座詹富蕙接棒　Q3擬建首座藥物基因轉譯研發中心,財經,2022/06/24 21:49
淘帝2020年財報公告「無法確定時程」　新會計師尚未簽訂正式委任,財經,2021/03/16 19:18
電子帳單繳電費「減收10元！」　台電：明年一月起輕鬆賺回饋,財經,2020/12/26 18:00
團圓網購過中秋！逾400家電商商品限量下殺　還有大獎等你抽,財經,2021/08/30 18:53
國泰金「大現增」提前到12／11　450億有望年底到位,財經,2022/11/18 22:05
富邦金總座獲任日盛金新董座！　下一步積極啟動金金併,財經,2021/08/31 19:37
錯過250元台積電、80元長榮不後悔！　工程師存股月領4萬被動收入,財經,2022/05/25 19:09
裕民下半年10艘新船陸續交船加高業績　另取得台電4艘運煤船代管長約,財經,2022/05/30 20:41
Arm架構晶片上季出貨量達64億顆　創新高,財經,2020/02/26 20:28
6招存老本！專家：不宜因勞保年金改革　隨意採一次領,財經,2021/12/15 21:27
謝金河：美股崩盤機率不高　檢驗專家的時刻到來！,財經,2021/06/27 22:40
青葉合唱團快閃台北街頭　你分享！葡萄王就捐款50元,財經,2019/03/05 21:54
玉山金下修股利！逾61萬股民哭了　配股0.38元、配息0.19元,財經,2023/04/28 21:11
力扛北北桃中防疫計程車任務　台灣大車隊獲總統頒獎表揚,財經,2023/05/03 23:03
先探／Micro LED大餅　國際Ａ咖抱團,財經,2022/05/26 18:48
中國製螺螄粉掰了！　經濟部突宣布禁止進口,財經,2023/01/16 21:36
獨／馬士基拋出震撼彈、美西線每大箱砍價350美元　運費戰開打了,財經,2023/06/13 19:41
富邦媒漲太兇！東元子公司趁機賣230張富邦媒　獲利2.72億元,財經,2021/07/02 19:54
連續罰！股匯投資管控失當　金管會再罰南山人壽180萬,財經,2019/04/19 20:16
富邦人壽啟動海外併購！　金控證實：亞洲的保險事業,財經,2023/02/14 19:39
