title,category,date,keys
快訊／鳳山台88線「5車連環撞」！1人前額撕裂傷緊急送醫,地方,2022/06/30 20:32,車 鳳山 台88線 快訊 連環
「樂世」桃園三高校熱音聯合展演　青年局：展現校園活力,地方,2023/02/28 18:05,樂世 青年局 三高校 活力 聯合
2023顯應祖師文化祭　新北代理市長劉和然祈求風調雨順,地方,2023/10/07 20:04,風調雨 2023 文化祭 代理 劉和然
春節9天連假恐湧現車潮　新北各階段交通疏導重點總整理,地方,2022/01/21 23:12,春節 車潮 新北 天 各
日月潭恢復美麗原貌誘人犯罪　裸背女偕男友越封鎖線雨中擁抱自拍,地方,2021/06/27 21:09,日月潭 美麗 女偕 原貌 男友
台南市辦撿菸蒂淨街活動　健康環保清淨家園,地方,2021/04/24 22:24,台南市 菸蒂淨街 環保 健康 家園
台南巿第六家庇護工場正式營運　黃偉哲親授庇護員工工作裙帽鼓勵,地方,2021/09/13 20:49,台南巿 工場 正式 鼓勵 親授
內政部修正《人民團體法》　放寬社團得以視訊召開法定會議,地方,2023/02/28 19:20,內政部 社團 人民 法定 法
桃園惡煞1人聲押3人交保！辯「彼此不同掛」,地方,2022/06/24 22:48,不同 交保 聲押 桃園 惡煞
台南市提供快篩試劑1萬份予基層診所使用　 加強篩檢疑似個案避免傳播鏈擴大,地方,2021/06/27 18:12,台南市 擴大 加強 1萬 疑似
雲林寄養家庭驟減　縣府、家扶為失依童找避風港,地方,2023/02/11 18:10,雲林 避風港 家扶 家庭 縣府
新北淡水漁會歡慶漁民節　表彰模範漁民傳遞海洋理念,地方,2023/07/26 22:05,漁民節 漁民 淡水 海洋 新北
台南東區民宅傳火警　消防人員引導9人順利逃生,地方,2022/05/30 21:08,台南 民宅 東區 傳火警 人員
台南積極招募春節返鄉防疫旅館量能　市府：優先服務台南市民,地方,2021/01/05 21:25,台南 市民 春節 量能 返鄉
休閒運動親水好去處　街口溪生態水岸步道復刻大溪歷史意象,地方,2021/12/02 21:34,親水 水岸 歷史 街口溪 生態
熟女車禍腿斷傷口爛半年　醫師做「這件事」讓她皮膚癒合如新生,地方,2023/02/14 23:54,車禍 傷口 事 皮膚 醫師
快訊／通霄白沙屯火燒山！濃煙狂竄　西濱駕駛看傻：燒一整排,地方,2021/01/01 19:30,白沙屯 西濱 一 火 駕駛
花蓮中華市場歲末感恩！消費摸彩大回饋　幸運民眾花20中800,地方,2020/12/26 20:37,花蓮 花 中華 中 民眾
新北推「生態服務給付」方案　廣邀友善環境耕作者參與說明會,地方,2021/08/30 20:24,生態 新北推 說明會 方案 耕作
打造健康運動城市　台東市公所舉辦原住民傳統競技運動會,地方,2023/10/07 19:44,市公所 原住民 城市 台東 健康
「火力全開反賄紅不讓」　南檢辦職棒法治教育及農漁會反賄選活動,地方,2021/01/25 22:47,火力 賄紅不讓 南 法治 賄選
2020年新北人口增加破萬　出生及遷入人數維持正成長,地方,2021/01/16 23:31,正成長 增加 2020年 人數 新北
打造嘉義管樂之都　管樂節攝影賽暨全國燒烙賽頒獎,地方,2020/03/14 19:27,嘉義 國 頒獎 管樂 打造
桃園住宅補貼申辦破新高逾2萬件　市府：向中央持續爭取全額滿足,地方,2021/08/31 19:27,新高 中央 2萬 補貼 申辦
新北樹林山佳地下道　3/3起試辦汽車時段性單行道管制,地方,2020/02/19 19:58,林山佳 汽車 單行道 地下道 北樹
滿庫溢流！　雲林湖山水庫潺潺白絹美景舒心,地方,2023/06/27 20:39,雲林 白絹 水庫 舒心 湖山
朱立倫出席台南感恩餐會　讚許林進旺栽培青年參政,地方,2023/02/11 18:03,台南 參政 林進旺 朱立倫 出席
建德幼兒園畢業典禮　謝國樑特地為老師們打氣,地方,2023/06/27 21:48,建德 謝國樑 特地 打氣 老師
全國之冠！新北警察局勇奪「全國交通評核」第一名,地方,2020/09/14 20:29,國 之 第一 評核 勇奪
「金門之光」李洋奪金！縣府發472萬獎金　金酒將發行聯名紀念酒,地方,2021/07/31 22:24,金門 獎金 奪金 金酒 李洋
「樂齡彩繪人生」展40幅水彩畫　新北聯醫創作畫展4／30登場,地方,2021/04/27 20:03,人生 水彩畫 登場 新北 聯醫
桃園鼓勵學校認養流浪動物　每隻最高補助2萬元,地方,2021/12/02 21:36,元 高 2萬 鼓勵 認養
「想在家等死」癌末男後事沒人辦　他幫找失散19年女兒見最後一面,地方,2022/06/30 23:17,女兒 最後 幫找 失散 家
新北好兒童和世界交朋友　金山國小與澳洲小學締結姊妹校,地方,2023/11/01 21:52,國小 金山 新北 小學 世界
樓下「隔9間房出租」樓梯變曬衣場！　女鄰居買房秒崩潰：害死人,地方,2023/03/05 20:52,出租 樓下 變曬 害死 崩潰
凝聚居民力量！新北瑞芳三安農再社區　打造宜居遊巨石公園,地方,2022/11/20 20:06,新北瑞芳 社區 公園 居民 三安農
世客博主題曲發表　張善政：讓更多海內外人士感受客家文化魅力,地方,2023/06/21 18:20,張善政 海內外 主題曲 文化 世客博
喝茫了！逾期移工不知移民官在眼前　還直呼「金門高粱」好喝,地方,2020/02/26 21:20,高粱 金門 移民官 眼前 喝茫
黃宗仁接任新北警察局長　侯友宜大讚：「阿仁哥」同屆全班第1,地方,2021/01/16 23:13,阿仁哥 黃宗仁 警察局長 大讚 同
嘉義蘭潭12小時連2起溺斃！老翁、34歲女亡　居民嘆：不敢喝水了,地方,2022/06/30 23:57,居民 嘉義 喝水 女亡 不
林女欠罰款、稅金等23萬餘元　新車被強制「禁動」後繳清,地方,2022/04/06 19:01,林女 稅金 繳清 強制 罰款
桃園眷村文化節登場　旗海飄揚慶雙十,地方,2023/10/07 23:09,旗海 眷村 文化節 登場 雙十
桃園沙灘遭棄置漁業廢棄物　環保局先清理再追元兇,地方,2020/03/14 22:10,環保局 元兇 清理 漁業 沙灘
新北八里區農會農村小舖開張　限定好康優惠至7月31日,地方,2022/07/24 20:02,八里區 農村 開張 限定 新北
高雄確診者曾去台南吃喜酒！雲林一家5人匡列　新人被迫隔離過年,地方,2022/01/21 20:41,雲林 台南 過年 高雄 ！
虎科大推動綠色大學　「永續發展暨社會責任處」揭牌,地方,2023/02/23 19:59,社會 虎科大 大學 永續 責任
臉書社團PO文控男友家暴+帶女人回家　結果是她動手還亂放話,地方,2021/12/26 18:20,臉書 文控 社團 家暴 回家
張善政突襲式拜會邱奕勝又撲空！　市議會：沒事先約,地方,2022/05/25 22:24,張善政 邱奕勝 事先 撲空 ！
28歲孫同意找對象、小情侶被迫分居…　竟和打疫苗有關,地方,2021/06/27 21:18,有關 分居 同意 被迫 情侶
老闆抗疫去今天不賣酒 　南警持續稽查安南區KTV、小吃部防疫停業,地方,2020/04/14 22:45,安南區 南警 今天 小吃部 不
信眾合力捐款1700萬　嘉義縣東石鄉三家村福德廟入火安座,地方,2022/07/24 17:52,福德廟 東石鄉 入火 安座 信眾
肯定打火弟兄付出　南消友會第四辦事處頒贈救災救護獎勵金,地方,2023/06/13 19:19,獎勵金 打火 第四 辦事處 頒贈
新店寶高智慧園區投資詢問熱絡　申租延長至4／30截止踴躍投標,地方,2021/04/03 20:39,智慧 寶高 延長至 截止 新店
「紅龍果故鄉」南投產季到　助農民挺過疫情,地方,2022/07/24 17:43,南投 紅龍果 農民 疫情 產季
國際獅子會300F區捐卑南鄉醫療巡迴車　饒慶鈴贈感謝狀,地方,2023/03/05 17:33,國際 巡迴車 卑南鄉 獅子會 饒慶鈴
男子欠稅241萬元拒繳　被聲請管收獲准,地方,2021/12/30 21:01,男子 元 241萬 聲請 管收
趕快來領！新北淡海輕軌回饋金快到期　還有171萬元未兌領,地方,2021/01/05 20:48,淡海 回饋金 171萬 元 ！
打造桃園大未來　楊敏盛拜會張善政提出「十項市民的願望」,地方,2023/02/14 23:53,張善政 市民 楊敏盛 提出 大
桃園升格長期未獲中央關愛　邱奕勝：統籌分配款短撥600多億,地方,2021/08/31 19:28,邱奕勝 600多億 分配款 中央 關愛
民眾釣魚將車開進沙灘受困　海巡協調怪手機具救援,地方,2020/02/26 20:45,海巡 民眾 怪手 車 開進
台中帝國糖廠喜迎88周年慶　起鼓再創東區繁華,地方,2023/10/07 22:17,帝國 台中 繁華 東區 周年慶
新北引進YouBike2.0　10月20日起雙系統服務加倍,地方,2021/08/30 20:07,加倍 新北 youbike 系統 服務
世界候鳥日愛護環境精神　新北推薦9景點賞鳥樂趣,地方,2022/05/14 20:10,世界 精神 候鳥日 愛護 環境
台南一中校友會辦講座　賴清德、黃偉哲受邀出席讚譽陳耀昌教授的奉獻,地方,2020/06/27 18:32,台南一中 賴清德 陳耀昌 的 出席
喜迎台灣設計展　嘉義市立博物館重新開幕最後一塊拼圖到位,地方,2021/01/25 23:00,市立 重新 博物館 嘉義 開幕
台中街友猝死！躲公園廁所「一夜成凍屍」　清潔人員開門嚇壞,地方,2022/02/21 23:24,台中 公園 開門 街友 成
鐘有輝、林雪卿3度新北聯展　展現愛與藝術「對畫」交織,地方,2023/02/11 20:54,林雪卿 北聯展 鐘有輝 藝術 交織
桃園假日傳電子工廠火警　黑煙竄升伴著塑膠味惡臭,地方,2020/03/29 20:17,火警 電子 假日 黑煙 竄升
嘉藥樂活LV志工社團發起公益活動　黃偉哲響應關懷街友,地方,2021/03/23 20:41,社團 公益 街友 志工 響應
新北農業局表揚志工團隊　致力農漁業服務熱情永不墜,地方,2021/01/01 21:10,新北 致力 志工 表揚 熱情
新北領8.3萬劑疫苗才是最多！高雄9.01萬劑…「1.01萬劑」用在這,地方,2021/06/12 22:37,1.01萬 9.01萬 高雄 新北領 8.3萬
27年等待！淡北道路成功決標　新北拚2029年完工通車,地方,2023/07/26 21:29,通車 新北拚 成功 淡北 年
台南直播教學點閱破880萬人次　黃偉哲續推暑假客製化線上學習網,地方,2021/07/02 20:30,台南 人次 線上 880萬 閱破
南投砸13億蓋中寮環鄉道路　預計1年8個月打通山鄉任督二脈,地方,2021/08/12 19:10,南投 中寮 通山鄉 道路 13億
黃偉哲支持消防人員增員　南消工作士氣大振再添一樁,地方,2023/02/14 21:10,南消 士氣 大振 人員 消防
黃偉哲提九大紓困措施和六大振興計畫　台南預計投入15億紓困資金,地方,2022/05/30 20:34,台南 資金 15億 大 提
笛聲傳鄉里29載　桃園「南瀛盃」直笛賽恐停辦,地方,2021/08/14 18:51,南瀛盃 鄉里 笛聲 桃園 停辦
18歲騎士台3線迴轉自摔「滾到對向」！　全身多處骨折送醫,地方,2021/01/25 20:23,騎士 台3線 滾到 骨折 送醫
李洋攜王齊麟29日返金門祭祖　金城鎮遊街接受「英雄式歡迎」,地方,2021/08/14 21:09,王齊麟 英雄式 李洋 金城鎮 金門
嘉義市議會中秋節勞軍　感謝保衛前線,地方,2022/09/06 20:50,勞軍 嘉義市議會 保衛 中秋節 前線
全國唯二立委轉戰百里侯將補選　許淑華：全力助黨防綠營反撲,地方,2022/11/26 22:12,立委 許淑華 唯二 全力助黨 國
桃園市護理師甄選遭疑圖利特定人士　衛生局回應了,地方,2023/02/23 18:54,衛生局 人士 特定 甄選 圖利
搶商機！五倍券使用即將到期　大江母親節前加碼來店禮,地方,2022/04/06 19:12,大江 即將 加碼 ！ 商機
基隆Podcast第2集！市府發言人余治明主持　加強宣導行人友善政策,地方,2023/02/11 21:19,政策 余治明 主持 宣導 發言人
台南市勞工局媒合歲末送暖　木工工會接棒傳遞愛,地方,2021/12/30 22:41,台南市 木工 媒合 歲末 接棒
年菜首選！陽明山「箭竹筍」採筍證　即日起新北各區公所開放申辦,地方,2021/01/25 20:01,箭竹筍 年菜 區公所 陽明山 即日
新北「影劇記者跨入電影製作」講座　即日起免費報名,地方,2023/06/13 23:45,新北 即日 報名 電影 跨入
高喊20秒「去投票就會贏」！蔡其昌回家鄉造勢萬人湧入破紀錄　,地方,2022/11/20 21:24,高喊 ！ 家鄉 湧入 投票
新北街頭藝術工作坊　即日起開放報名,地方,2023/04/28 23:02,報名 新北 街頭 即日 開放
超強戰將！　桃園市議員黃婉如「10連霸」成功,地方,2022/11/26 22:47,戰將 成功 連霸 超強 桃園
疫期「除三害」　觀音樹林里蓮花池大黃鱔、甲魚…都回來了,地方,2021/06/02 19:32,蓮花池 三 大黃鱔 樹林里 觀音
落實原民土地正義！花蓮吉安35族人獲頒土地權狀「心靈最大慰藉」,地方,2021/01/05 20:03,土地權狀 心靈 土地 花蓮 ！
發送電力也傳送愛！台電中秋前夕贈「幸福準備金」…他暖哭,地方,2021/09/13 22:35,準備金 幸福 電力 ！ 中秋
宅神曝「沒品維尼」PTT攻擊名單　黃偉哲回應了,地方,2021/12/02 21:09,宅神 名單 維尼 攻擊 回應
全國最大許厝港濕地復育有成　觀測到鳥種紀錄累計228種,地方,2020/02/19 21:51,國 濕地 有成 鳥種 累計
淡水古蹟博物館古蹟日驚現「殭屍」　穿越時空陪您走歷史,地方,2020/09/14 19:37,古蹟日 古蹟 淡水 歷史 博物館
悶太久！報復性消費湧現　花蓮新天堂樂園2天3萬多人擠爆園區,地方,2020/06/27 20:49,花蓮 天堂 ！ 天 久
新思科技與微軟捐贈電腦軟硬體　助台南偏鄉程式教育,地方,2020/07/10 20:51,台南 新思 電腦 程式 科技
團購「過期10年蹄膀」案件大逆轉！衛生局稽查找到原因：印錯日期,地方,2023/04/28 20:09,衛生局 日期 原因 ！ 找到
喜憨兒募集端午溫暖送　台南勞工局分送弱勢勞工,地方,2023/06/13 23:15,台南 分送 端午 溫暖 弱勢
2023新北樂壇新星徵選開跑　首新增高中職組發掘音樂人才,地方,2023/02/11 20:35,新增 2023 高中職組 新星 新北
台中不二糕餅出現「人肉貪食蛇」！驚人畫面排隊客傻眼：沒有盡頭,地方,2022/09/06 22:34,貪食 不二糕餅 沒有 人肉 台中
漢光演習在桃園　藍營立委參選人發布民調「不知情者過半」,地方,2023/07/26 18:46,漢光 民調 不 參選人 立委
花蓮聯合豐年節吸引人車潮　每日出動60警力疏導交通,地方,2022/07/24 17:55,花蓮 車潮 豐年節 警力 疏導
飲水思源！藤輝機械捐贈救護車　守護八德鄉親生命安全,地方,2021/09/13 19:46,飲水思源 八德 救護車 藤輝 安全
創作研究兒歌、童詩逾半世紀　許義宗教授桃園故鄉個展感恩多,地方,2020/06/20 23:20,兒歌 世紀 許義宗 童詩 研究
迎接518國際博物館日　黃金博物館虛實整合展現創遊力,地方,2022/05/14 20:21,黃金 博物館 創遊力 國際 整合
單騎環島女摔傷！警伸援手助就醫　韓籍男友讚台灣警「棒！」,地方,2020/02/19 20:02,環島 男友 援手 ！ 韓籍
快訊／「3聲槍響」台中滷味攤老闆爆頭倒地　槍手跳上BMW逃往市區,地方,2022/07/24 22:46,倒地 台中 跳上 滷味攤 bmw
桃園開辦智慧產權、科技藝術、podcast免費課程　歡迎報名,地方,2022/05/14 20:33,智慧 報名 podcast 課程 藝術
青埔國小3年激增675名學子　新建校舍半年後完工,地方,2021/09/13 21:40,青埔 新建 國小 學子 年
《太平洋洄聲-優席夫當代藝術特展》2／11-4／2台東美術館展出,地方,2023/02/11 19:03,太平洋 美術館 展出 台東 2／11
衛福部「第14屆金所獎評選」　嘉義市東區衛生所奪最高榮譽卓越獎,地方,2022/06/30 23:38,衛福部 金所獎 衛生所 第14 嘉義市
杜蘇芮颱風來襲！板橋里長蔡明輝結合惜食　送愛心便當給獨老,地方,2023/07/26 21:46,颱風 板橋 蔡明輝 惜食 結合
北大武山傳登山客摔傷「手腳發麻」　12／31申請直升機吊掛下山,地方,2021/12/30 23:34,武山 登山客 下山 手腳 北大
黃偉哲執政三年有成　台南水利局打造宜居韌性城市,地方,2021/12/26 18:32,執政 台南 城市 水利局 有成
媲美蔦屋書店！新北市圖泰山分館啟用　打造療癒系閱讀天堂,地方,2023/03/27 22:15,書店 天堂 媲美 圖泰山 新北市
桃園2022年度總預算創新高　三讀通過創6年來刪減最低！,地方,2021/11/23 21:25,三讀通過 2022年度 創新 桃園 刪減
2023中壢區親子藝術校園巡演　5／9-19日23所國小校園輪番登場,地方,2023/04/28 23:38,2023 中壢區 登場 　5／9-19日 親子
青年議員候選人競總成立演唱會規模　徐乃麟等影歌星助陣,地方,2022/10/22 20:59,影歌星 青年 總成立 候選人 議員
「T-NEWS聯播網」九一正式開播　鄭文燦肯定反映在地心聲,地方,2021/08/31 19:40,t-news 鄭文燦 心聲 肯定 地
台南市持續查核豬原料原產地標示！　查1256家次1431件都合格,地方,2021/01/05 19:13,台南市 產地 原料 標示 ！
全台第一條！蘇花改「最低速限」上路：開抓50公里↓烏龜車　一張圖看路線,地方,2020/06/20 23:51,蘇花 烏龜車 上路 ！ 第一
汐止新昌市民活動中心啟用　融合斜角外觀設計吸睛,地方,2022/05/14 20:10,活動中心 市民 新昌 外觀 融合
疫起挺醫護！台南38家旅宿推優惠　高雄238間房免費住,地方,2021/06/02 20:34,台南 旅宿 ！ 醫護 疫起
「2021桃園新創日」集結55家新創公司　打造交流平台,地方,2021/12/09 22:24,新創 公司 平台 日 2021
台南芒果物美價穩　消保官查核請消費者安心購　,地方,2021/07/02 22:16,台南 消保官 美價 查核 安心
疫情在收斂　鄭文燦：邁向清零還要做更多努力,地方,2021/08/11 18:58,鄭文燦 努力 清零 邁向 疫情
新北里幹事行動服務研習　侯友宜親臨勉勵拚防疫振士氣,地方,2021/01/25 23:24,振士氣 行動 新北里 幹事 防疫
匯款才知遭詐騙！低收婦焦急報警求助　一招保住血汗錢,地方,2020/06/27 20:47,保住 ！ 詐騙 焦急 求助
端午連假前夕！新北啟動交通戰情室　監控國道及市區路況,地方,2023/06/21 22:06,前夕 新北 國道 連假 路況
國小老師上課「4師生漂到外海」！澎湖船長救人　過程曝光,地方,2020/09/14 20:14,外海 曝光 國小 船長 上課
台中名店節開跑　祭百萬現金抽獎刺激消費,地方,2023/06/21 21:25,現金 台中 名 開跑 百萬
雲林千巧谷牛樂園牧場　農曆春節延長營運至晚間8點,地方,2020/01/21 21:34,雲林 春節 谷牛 晚間 千巧
東警大頭娃娃連假不停歇　教您識詐防詐守荷包,地方,2023/02/28 18:10,東警 大頭 不停 防詐 識詐
淡水古蹟博物館「鐵馬餐車」將啟航！　私房茶點搶先報名體驗,地方,2023/08/10 23:21,鐵馬 淡水 餐車 報名 古蹟
國民黨林姿妙親和力＋免費營養午餐　渡過涉弊案風暴,地方,2022/11/26 23:03,林姿妙 國民黨 風暴 親和力 營養
墾丁觀光半潛艇觸礁坐灘　8人受困海上海巡即刻救援,地方,2021/01/01 18:05,海巡 海 觀光 半 潛艇
妻子廁所「拉出女嬰」裝袋扔垃圾車　20年夫曝：我的錯！玩笑成真,社會,2021/08/12 21:09,垃圾車 妻子 拉出 女嬰 裝袋
外送員離奇自摔！被對向轎車猛撞　「頭部重傷」滿地血慘死,社會,2021/04/24 23:26,外送員 轎車 頭部 滿地 ！
快訊／台鐵自強發生死傷事故！男入侵車道被撞　遺體卡車輪下,社會,2022/02/21 21:44,卡車輪 車道 發生 死傷 遺體
妻載2娃遭「夾成鐵餅」夫悲痛招魂　里長：相信她會保佑兩個寶貝平安長大,社會,2020/02/26 20:04,寶貝 夾成 保佑 平安 長大
「餵毒」9歲孫姪女！逼當3年性奴　新竹禽獸辯：我只有摸,社會,2020/01/21 23:57,只有 孫姪女 餵毒 禽獸 性奴
社群號召上街頭「替5億高中生討真相」　高大成今晚說重話了,社會,2023/06/13 22:17,高大成 社群 高中生 真相 街頭
飛官頭盔尋獲！　軍方於南田海邊找到疑似「機腹殘骸」,社會,2021/03/23 20:09,軍方 海邊 ！ 南田 疑似
態度良好繳回「不法所得」　台南市議員谷暮哈就100萬元交保,社會,2020/02/19 22:16,台南市 谷暮哈 不法 交保 元
「夾成鐵餅」母亡2娃獲救！暖消急送書包玩具到醫院...遺憾沒能挽回媽媽,社會,2020/02/26 19:56,夾成 書包 ！ 母亡 媽媽
土城瀝青廠領「徵收補償」35年拒拆遷闢路　提訴訟還告贏內政部,社會,2023/08/10 20:19,土城 內政部 瀝青廠 拆遷 訴訟
他鏘手機沒事...把對方大頭貼改成「做那事動態圖」...多罰2萬,社會,2020/12/26 18:18,事 大頭 改成 手機 對方
吸毒撞死男騎士！無照男自首「我撞的」　判4年6個月,社會,2020/09/14 20:59,騎士 的 ！ 自首 撞死
陸3艘快速艇「入侵馬祖海域」飆船　海巡署驅離畫面曝光,社會,2022/05/25 23:14,海巡署 海域 曝光 馬祖 畫面
捷運總站夜市人潮擠爆！  警2小時開30張違停紅單,社會,2021/04/03 19:44,小時 人潮 ！ 違停 總站
惡劣討債集團兩邊削！連債主也被恐嚇付錢　南警拘捕7人到案,社會,2023/06/13 19:09,南警 債主 集團 付錢 討債
快訊／豪雨灌新北！淡水淹水「機車全拋錨」　五股邊坡土石滑落,社會,2022/05/25 19:17,淹水 淡水 機車 五股 土石
獨／大貓偷拍淫狼墜樓亡！昔受害者發聲　提3重點：誰放他出來？,社會,2023/08/21 18:35,出來 淫狼 偷拍 重點 受害
大甲聖母宮回鑾到凌晨！鞭炮狂炸街道…民眾氣炸檢舉,社會,2020/11/09 20:22,聖母宮 民眾 大甲 ！ 街道
快訊／涉國泰洋酒逃稅案　金錢豹創辦人袁昶平遭聲押禁見,社會,2023/04/28 21:14,金錢豹 袁昶平 禁見 國泰 創辦人
彈藥庫爆炸「斷手洪姓士官」醒了　右手寫字問同袍傷勢感動眾人,社會,2023/07/26 19:37,士官 右手 斷手 同袍 眾人
恐怖奪命3秒曝光！嘉義24歲女醫檢師「頭部碎裂」　遭大貨車撞死,社會,2021/03/23 23:05,頭部 曝光 貨車 恐怖 奪命
音樂女教師控13歲時遭狼師「性侵3年」　高雄某補習班出面回應了,社會,2023/06/21 18:10,性侵 狼師 教師 音樂 回應
國三竹崎段10車連環撞！台積電工程師噴飛對向車道　遭輾送醫不治,社會,2022/05/14 21:16,車道 國三 車 竹崎段 不治
中正黨榮譽主席預言「台灣死一半」　警政署長下令：造謠！法辦,社會,2020/02/19 20:02,警政署長 法辦 一半 中正黨 ！
6仙女被淫教主少龍猥褻性侵...再遭公審霸凌　北檢籲勿二度傷害,社會,2020/11/09 19:09,公審 教主 少龍 北檢 仙女
永和男肢解親弟「頭顱丟進垃圾車」！　遺體恐已被焚化爐燒毀,社會,2022/09/06 21:57,垃圾車 男肢 ！ 遺體 親弟
快訊／北市30歲女因病身亡...生前有發燒　檢警穿隔離衣進行相驗,社會,2020/02/26 21:17,生前 北市 相驗 進行 身亡
詐騙案爆增1215件撈4.1億　新主流「飆股群組投資」,社會,2021/08/14 19:04,主流 詐騙案 飆股 群組 爆增
快訊／信義區深夜大火！屋子迅速遭烈焰吞噬　家具電器全燒爛,社會,2022/04/06 23:49,大火 屋子 快訊 電器 迅速
騎車尾隨落單女摸臀　高雄男辯「一時好奇」...鄰居嬤幫腔：他認錯人,社會,2020/03/29 18:06,騎車 落單女 一時 高雄 幫腔
新北警10度寒夜找8旬失智翁　臉書、LINE群組協尋奏效　,社會,2020/02/19 20:32,失智翁 新北警 臉書 、 群組
快訊／他衝撞警車逃逸再撞！中和勇警圍捕追逐…毒販下秒被壓地,社會,2021/01/25 22:44,警車 快訊 逃逸 追逐 衝撞
鐵棍插爛千萬超跑玻璃　警調監視器：是邱彥翔,社會,2023/07/26 21:23,千萬 邱彥翔 監視器 鐵棍 超跑
空姐淚訴遭強拉廁所！華航機師「很sexy想咬一口」　大反擊要100萬,社會,2020/01/07 22:22,華航 空姐 ！ 100萬 口
友人爭風吃醋撂人相挺　少年狂毆打對方「蛋蛋」裂傷1cm,社會,2021/12/26 21:26,爭風吃醋 少年 友人 對方 裂傷
交流道放寬綠燈秒數！民怨還是塞交警也搖頭　管制害慘上班族,社會,2021/06/12 18:40,民怨 上班族 交流道 ！ 還是
林益世貪污恐重判　北檢講堂首開視訊研討「大法庭統一見解」,社會,2023/05/03 22:09,林益世 大法庭 講堂 北檢 見解
台大生找副教授聊天「驚見老師身亡」　遺書透露升等壓力大,社會,2022/02/21 20:12,台大生 驚見 遺書 壓力 大
重機「自強隧道」鑽縫超車　「牽車女」貼路邊還慘遭後方猛撞！,社會,2021/08/30 21:43,牽車女 超車 隧道 ！ 慘遭
藝人張立昂酒後鬧鄰居！警帶回派出所管束　上銬畫面曝光,社會,2023/08/13 23:19,張立昂 曝光 畫面 派出所 上銬
林口情人節撿到「百鈔金莎花束」　在地人：今晚多了一個傷心人,社會,2023/02/14 22:22,林口 傷心人 在地人 花束 情人節
快訊／瑞芳警副分局長獨自爬山未歸　遺體已尋獲,社會,2023/08/21 18:46,爬山 警副分局長 遺體 瑞芳 獨自
快訊／京華城活埋工人找到了！受困小山貓內「身上覆蓋泥沙」,社會,2020/06/20 22:53,京華城 山貓 工人 覆蓋 活埋
「大型移動殺人機器」只示範1次　看好了！短短5秒吞6紅單罰1萬3,社會,2021/06/12 21:37,大型 示範 殺人 1萬3 ！
小黃清早剛要上工就車禍　恍神撞2車後側翻…警消破窗救人,社會,2022/11/20 18:21,車禍 小黃清早 車 恍神 上工
快訊／炎亞綸「遭控在天母家偷拍16歲少年」　士檢火速分案偵辦　　,社會,2023/06/21 18:14,檢火速 天母 少年 　士 偵辦
快訊／台中大甲平房突起火　男屋主「30%二度燒燙傷」送醫,社會,2022/07/24 21:29,平房 屋主 突起 快訊 送醫
應召女遭恩客「關房內痛毆」嚇喊救命！馬伕竟直接開溜,社會,2023/11/01 20:21,馬伕 應召女 開溜 直接 痛毆
天虹副總撞死人「水很深」！刑事局副局長認了　傍晚自請處分,社會,2022/05/30 19:06,天虹 刑事局 水 副局長 處分
花蓮玉里台鐵宿舍大火「連燒4間」　火光濃煙直竄天際,社會,2023/04/28 20:59,花蓮 火光 大火 天際 宿舍
暴打澎湖人遭肉搜！「朕武公司」負責人道歉了：我也是受害者,社會,2023/04/28 21:58,朕武 我 公司 ！ 道歉
老翁半夜病房狂咳被罵：小聲一點！隔天竟「病危」　家屬怒了喊告,社會,2021/01/01 20:33,隔天 小聲 一點 家屬 ！
台電避雷器故障！彰化市4022戶停電　生活大亂　　　,社會,2023/11/01 21:07,生活 大亂 ！ 故障 台電
快訊／持槍洗劫丟丟妹叔叔40萬！悍匪拒捕自轟亡　小弟遭聲押,社會,2022/02/21 18:54,小弟 40萬 ！ 丟丟 快訊
影／中壢冰淇淋阿北強迫買單　不說價格直接裝好「1支100元」,社會,2021/08/31 20:20,元 阿北 中壢 100 買單
抓包丈夫偷吃！正宮氣炸提告　法官判她敗訴：憲法保障性自主權,社會,2022/04/19 20:00,憲法 法官 保障性 自主權 正宮
快訊／新月橋25歲女墜落！搜救艇搶救中　媽媽溪畔焦急守候,社會,2021/12/15 19:32,新月橋 焦急 搶救 快訊 守候
男子爬上籃球架扶正　瞬間傾倒他遭爆頭亡,社會,2021/12/26 22:40,瞬間 男子 扶正 爬上 籃球架
刺青惡煞逢甲揮開山刀　2天前報案自首「我殺了女友」,社會,2023/02/01 20:24,刺青 女友 我 山刀 天
抓到！新竹男居家檢疫亂跑　一路送貨到苗栗還沒戴口罩,社會,2020/03/29 19:42,口罩 居家 新竹 送貨 苗栗
台南將軍槍擊命案兇嫌涉嫌重大　南檢向法院聲押,社會,2020/02/26 20:29,台南 南檢 將軍 法院 重大
貓咪業者遭控「密醫」含恨亡！藍綠議員互控對方施壓　雙雙提告,社會,2022/06/30 20:00,提告 雙雙 互控 貓咪 議員
快訊／新北阿北被迴轉車嚇到　失控轉倒滑行撞車…爆頭不治,社會,2023/07/17 20:11,迴轉車 撞車 不治 滑行 阿北
車城海岸無名女屍埋骨5年　他靠鑰匙「鎖印行」讓死者落葉歸根,社會,2021/06/27 18:19,車城 鎖印行 海岸 無名 落葉歸根
快訊／土城4人遭亂刀狠砍！頭、背鮮血送醫　警逮6人揭犯案動機,社會,2021/04/17 20:36,土城 人 亂刀 鮮血 送醫
